ReviewId,RecipeId,AuthorId,AuthorName,Rating,Review,DateSubmitted,DateModified,Likes
8204,2633,269,Tinkerbell,5,"Excellent!  I loved baked oatmeal & this recipe was just perfect.  I changed it slightly by cutting it down to feed 3 of us in 6oz ramekins.  For the dried fruit I used dried cherries so I complemented that with almond extract instead of the vanilla.  I also used pecans instead of walnuts, due to DD's allergies.  This baked up in 3 ramekins for 40 minutes to a perfectly moist, yet not soupy consistency, although the batter looks like it will be when first mixed.  We didn't top it with anything.  It was perfect on it's own!  Thanks for sharing, Everything Sweet!  Made & enjoyed for Fall 2009 Pick A Chef.  You've been adopted! :) http://www.recipezaar.com/bb/viewtopic.zsp?t=310505&postdays=0&postorder=asc&start=0",2009-09-24T13:11:09Z,2009-09-24T13:11:09Z,
8205,1465,6326,mamadelogan,3,"I had high hopes for this cake but was disappointed. The batter was a bit salty( I used kosher salt), there was way too much sugar on top and the baking temperature caused the bottom to brown too much. If I make this again I would reduce the salt to 1/2 a tsp, add less sugar to the top(2-3 TB ) and reduce the baking temperature to 350. Sorry.",2009-09-24T13:52:55Z,2009-09-24T13:52:55Z,
8206,1799,7243,EURrosa1,5,"Delicious. That was the only way I would eat carrots when I was a kid--in Brazil. I put more milk to make more sauce and did not use sugar.  (I also added a pinch of nutmeg to the white sauce, like my grandmother used to do!)",2009-09-24T20:02:11Z,2009-09-24T20:02:11Z,
8207,3144,2246,Chabear01,5,"Made for Fall 09 PAC, I did choose not to use Frozen Corn as I don't care for the texture of it, using canned corn drained instead.  This is a really great salsa, and healthy too.  The only thing I might do is add a bit more heat by adding a bit of Jalapeno next time.  Thank you for a wonderful recipe.",2009-09-24T22:47:48Z,2009-09-24T22:47:48Z,
8208,3754,7614,McCrearyMA,5,Excellent recipe!  Easy to make and a perfect fall dessert.  I used regular brown sugar and it turned out great - I also did not have nutmeg but still loved the taste!  Great American dessert!,2009-09-23T21:18:43Z,2009-09-23T21:18:43Z,
8209,3436,7616,EnglishPete,0,"This sounds like a good comfort food dish, but alas it is not Bubble and Squeek which is made from veggies and meat mixed with mashed potatoes and shallow fried.  Its what we British do with leftovers from Sunday lunch for dinner on Monday evening.",2009-09-24T13:54:17Z,2009-09-24T13:54:17Z,
8210,3716,5832,zaar junkie,4,"I scaled the sauce down for 2 and served it over toasted bread and cooked turkey bacon for breakfast.  Delicious.  I also did this in the microwave with success, which made breakfast quick and easy. A nice change of pace. Thank you for posting.",2009-09-25T10:15:46Z,2009-09-25T10:15:46Z,
8211,2381,5857,QueenJellyBean,4,This is the closest I have come to my grandma's mac salad.  I used mayo instead of salad dressing and no sugar.  Thanks for getting me the closest I have come yet to her salad!,2009-09-25T11:18:11Z,2009-09-25T11:18:11Z,
8212,3223,2169,Annacia,5,"The first thing I need to say is that I skipped the cheese to avoid all of that sat fat. Now, having said that, these were really delicious. I reversed the amounts of whole wheat and a.p. flours and Splenda brown sugar blend in about 2/3 the amount ask for. Fuji apple worked a charm here. I made the recipe in the amount of 3 and got 6 lovely standard muffins. Perfect for Fall :D.",2009-09-25T12:32:50Z,2009-09-25T12:32:50Z,
8213,651,1885,Jazzes Mom,5,"This was so easy. I had a salt accident and mine was too salty...but that was my fault. when I first made it, it was a little on the runny side, I thought it wasn't going to work out, but I put it in the fridge and by morning, it was PERFECT! I will be making this again and again....thanks!",2009-09-25T16:14:12Z,2009-09-25T16:14:12Z,
8214,136,7591,noblejennifer,5,My family liked it! Easy and tasty.  I added red pepper flakes and sesame seeds with the cilantro.,2009-09-26T10:37:47Z,2009-09-26T10:37:47Z,
8215,723,7105,sweetcakes,5,"This pie was delicious! The cornmeal crust was very flaky, and was a bit hard to roll out...so I just pat it in the pan and it worked out great! This pie was so good cold the next day. In case anyone is wondering, 2 cups of sweet potatoes is 1 large yam/sweetpotato. I can't believe I am the first to rate this! Thanks for posting.",2009-09-26T10:59:16Z,2009-09-26T10:59:16Z,"""8098"""
8216,2133,3911,Ms. B,5,"I like to have a Banana Nut Muffin with my coffee on most mornings. I have been buying the packaged kind from the grocery store, but figured that I needed a good recipe so that I would know what exactly is in the muffins that I eat. I tried your recipe this morning, but I used walnuts and added 1 1/2 teaspoons of banana favoring for an extra boost of banana taste. I got 24 muffins from the recipe and the size is just right for my diet needs. They were just at the top of the muffin pan liners. My intentions were to have 1-2 on the days that eat muffins for breakfast, I ate three today. I had to try one hot straight out of the oven, and another after they cooled off, which lead to the third one. Oh my, they are good, and homemade is always so much better especially when you have a good recipe. Thanks for posting.",2009-09-26T14:26:48Z,2009-09-26T14:26:48Z,
8217,3748,7564,GingerlyJ,3,sweet but not too sweet and oh so simple to make.. my toddlers loved this,2009-09-26T15:19:26Z,2009-09-26T15:19:26Z,
8218,3713,7564,GingerlyJ,4,A nice change from the regular Taco Night,2009-09-26T15:24:10Z,2009-09-26T15:24:10Z,
8219,3569,5148,MarraMamba,5,"these were excellent! I halved the recipe and then grilled them on the bbq, what a great recipe!",2009-09-26T16:44:23Z,2009-09-26T16:44:23Z,
8220,3716,5148,MarraMamba,5,I adore welsh rarebit and this is a fabulous version of it. Made for a great lunch a couple of weeks ago.,2009-09-26T17:03:16Z,2009-09-26T17:03:16Z,"""2144"""
8221,3398,3023,French Tart,5,Five stars for a very easy and quick meal with flexibility to use your own bangers and soup! I used a smoked and garlic sausage cut into slices with a tin of roasted pepper and tomato soup. I also added chipotle chili powder as well as normal chili powder to the casserole. We ate this for a quick and filling lunch with mushy peas - comfort food at its best thanks! Made for Aussie/NZ Recipe Swap #32 - merci! FT:-),2009-09-26T17:09:09Z,2009-09-26T17:09:09Z,
8222,2523,4233,Shelby Jo,4,"I cut the recipe in half since there were only 2 of us eating this, and I still had some leftovers...looking forward to it for lunch tomorrow :)  I think this really was the most flavorful mac & cheese I've ever had, like the description said it was...I really liked it.  It seemed a little bit dry though, and I prefer mine a little more creamy.  I definitely enjoyed this recipe though.  Loved the addition of pepper and the ground mustard.  Thanks so much for posting :)  Made for Phase II of Theirs, Yours, & Mine Photo Tag.",2009-09-26T20:05:12Z,2009-09-26T20:05:12Z,
8223,2313,2521,whtbxrmom,4,I am not a big fan of tropical dried fruit or oatmeal.  I was making these to take to a friend because they sounded like something she might enjoy.  I tried one to make sure they were gone and was surprised at how good they were.  Delish when they were still warm from the oven.  I may just have to keep some for our house too!,2009-09-27T02:13:48Z,2009-09-27T02:13:48Z,
8224,3754,4988,Food Snob in Israel,5,"Really delicious. I think I used an extra apple or two. I probably could have used more...or slightly less ""crisp"" (topping) because it felt a bit unbalanced to me, but just a bit. I added about 1/8 teaspoon cloves to the apples. A bit more cinnamon and nutmug (wasn't necessary!!!!) and a fresh lemon squeezed over the apples to keep them from turning color (cause I left mine out for a while before I did anything with them. which I also didn't think was necessary.)

I used ww flour for the topping. No problems there.

It was SURPRIZINGLY good cold!!! Kids loved it. I loved it. Thank you so much. I'll use this over and over again.",2009-09-27T07:02:30Z,2009-09-27T07:02:30Z,
8225,2415,2262,LonghornMama,5,"Awesome! This was a fantastic cobbler and the whole family loved it! Used frozen organic peaches which I sliced a bit thinner. I rarely make the same thing twice, but can't wait to make this again. Served warm with vanilla bean ice cream. Thanks for sharing the recipe!",2009-09-27T11:07:33Z,2009-09-27T11:07:33Z,
8226,2192,4584,Katzen,5,"Yum, this is an excellent salad!  As I always do with quinoa, I toasted it, using recipe #16399, and then proceeded with the recipe.  I thought I didn't have any cilantro, but remembered that I had recently made recipe #223937, so I defrosted some and put that in.  Since there are already onions in that mixture, I didn't add the red onion.  I did add one red pepper, as I needed to use it up.  I love the lemon and sesame in this - it was delcious!  Thanks so much for posting this!  Made for PAC Fall 2009 - you were adopted!",2009-09-27T14:18:18Z,2009-09-27T14:18:18Z,
8227,2964,7592,MamaLeigh,4,"Very good!  I used citrus vodka.  I doubled the amount of vodka and used only one tablespoon of brown sugar.  I did use the entire lime, though.  I love lime, so this is a great drink for me.  The citrus flavors keep the alcohol from tasting too strong.",2009-09-27T15:00:47Z,2009-09-27T15:00:47Z,
8228,3532,1964,Leslie,5,"Fast, easy and delicious, a great combination! Dinner was on the table in about 15 minutes, wow! We really enjoyed this recipe. I served it with a dollop of plain yogurt and some fresh chive on top, also, I used yellow bell pepper as I had no red. Otherwise I didn't change a thing! Thanks for a deicious and different meal. Made for Aussie Swap :)",2009-09-27T18:42:26Z,2009-09-27T18:42:26Z,
8229,3717,6514,kitty.rock,5,"This was wonderful ~ made it especially for DH ~ peaches are his favorite. I used the almond extract which made this special. Thanks for posting ~ made for HOLIDAY TAG, September 2009!",2009-09-27T20:56:36Z,2009-09-27T20:56:36Z,
8230,3660,7619,stormyfour,5,"What a great recipe.  It is so moist and full of flavor!!  I was looking for a recipe to use up a large batch of carrots and this was better than I expected.  They DO freeze nicely and once thawed maintain their moist flavor!!  This is a keeper, think I will go make more now!  OH, they are SO good they do NOT need the icing, great for a quick breakfast on the run, without it.",2009-09-26T12:34:04Z,2009-09-26T12:34:04Z,
8231,334,7621,gmachuls,0,"I basically followed this recipe but increased the butter to 1 lb.  I cooked the entire recipe in a very large steam table pan.  It was good because it did not ""slosh out"" when stirring. Bake 30 minutes at 350 degrees, stir - I stirred in 1 lb. crumbled bacon. Then cooked again for 30 minutes and stirred once more at serving time.  I quadrupled the recipe to serve 230 college students it was very well received.",2009-09-27T19:12:08Z,2009-09-27T19:12:08Z,
8232,3225,6780,wicked cook 46,4,"I omitted the fries.
I added a bit of olive oil to the chicken marinade and let it chill for a few hours.
I was so surprised at the wonderful flavour with so little seasonings.
Definite keeper

Made for PAC Fall 2009",2009-09-28T08:54:07Z,2009-09-28T08:54:07Z,
8233,50,7168,jazzchef,5,"Really yummy. I made these for my aunt for her birthday, I originally wanted to make her a cheesecake but didnt have time so I tried these. They are wonderful I did double the filling and used about 1 1/2 of it to make it thicker, used same cooking time, same size dish. Made berry compote to top it. Thanks so much for an easy great recipe :-)",2009-09-28T10:59:14Z,2009-09-28T10:59:14Z,
8234,3732,4853,LifeIsGood,5,"YUM! Comfort food. Simple and delicious...pure and simple. The chicken was given so much extra flavor by: the butter/herb rub (I melted the butter), fruit/onion/garlic combination stuffed in the cavity AND the carrot and celery ""rack"". Delicious flavor. The chicken is crispy on the outside and stays very tender on the inside. I cut up some potatoes & drizzled with olive oil and added salt/pepper - put it on a separate pan and roasted them while the chicken was cooking. The gravy works so well and has a lovely, light consistency/flavor.",2009-09-28T15:55:37Z,2009-09-28T15:55:37Z,
8235,1089,216,Marie,4,"Made this to use as a frosting for my Italian Sponge Cake.  It was delicious, but for some reason, it did not set up like other similar recipes I have used. Perhaps needs a little more gelatin.  Thanks for sharing your recipe.",2009-09-28T16:11:09Z,2009-09-28T16:11:09Z,
8236,1750,2719,Elisa72,4,"Very good curry!  It was a little thick for my taste and I made the mistake of thinning it with water, which made it a little bland.  I used coconut milk instead of coconut cream, and should have just added more coconut milk.  Still, very enjoyable!",2009-09-28T19:09:15Z,2009-09-28T19:09:15Z,"""7783"""
8237,15,6512,xxsimplysweetxx,5,"Absolutely delicious and easy to make.  I didn't have eggs, so I used applesauce as a binder like someone suggested.  Cut the sugar to 1 1/2 cups, and used about 1/2 cup of water.  I also made sure not to open the oven; though the batter seemed thin, the cake rose very nicely.  I finished it with a chocolate ganache and chopped walnuts.  Everyone who tried it couldn't believe it was 1- from scratch, 2-so moist!, and 3- so rich and tasty.  Will DEFINITELY make again.",2009-09-28T21:30:10Z,2009-09-28T21:30:10Z,
8238,1870,613,PanNan,5,"This was the first time I made noodles by hand.  It was not as hard as I thought it would be and they really made the difference.  In my husbands words:  ""Outstanding!  Would like to have this again any time.""  The only thing I will do different next time is to add more seasoning to the broth.  I typically make stock with a roasted turkey carcas, but also add some celery and carrot, as well as fresh thyme and peppercorns to the stock to make it very flavorful.  Made for PAC Fall 2009",2009-09-29T08:23:14Z,2009-09-29T08:23:14Z,
8239,3732,6274,Love to Eat,5,"Very good.  I used the celery, onion and carrot rack and it provided delicious flavors for the drippings.  My 3.5 lb bird wouldn't hold all of the orange/lemons however I had contaminated them while attempting to stuff the chicken so I had to throw them away :(  The wine sauce is an excellent accompaniment and really accents the chicken well.  I served this with Recipe #390354.",2009-09-29T12:21:37Z,2009-09-29T12:21:37Z,
8240,451,1811,MLSuchan,4,Good crunch on outside.  I will try this on zucchini since I just keep trying eggplant and can't convince myself it's good.,2009-09-29T13:01:44Z,2009-09-29T13:01:44Z,
8241,3006,731,karen in tbay,5,"YUMMY!!!! We used 1/2 lb swiss chard no stems, and our mixture of cheese was cheddar,mozzarella, provolone and asiago. Also added some minced garlic",2009-09-29T15:01:20Z,2009-09-29T15:01:20Z,
8242,3008,612,Jahoody,5,"Absolutely easy, easy, easy and great tasting.
jahoody",2009-09-29T19:51:40Z,2009-09-29T19:51:40Z,
8243,2546,7518,Barnhen,5,super easy and great tasting!,2009-09-28T23:25:09Z,2009-09-28T23:25:09Z,
8244,1967,41,Derf2440,4,"My DH liked this but I didn't feel the poached method went well with this particular fish, Basa.  Although I did like the flavour of the old bay and the little bite it gives, but didn't like the texture of fish.  I guess I prefer Basa coated and grilled. I didn't dislike it but it is not the way i would cook Basa again. I am happy that DH liked it!!  Thanks!",2009-09-30T01:36:53Z,2009-09-30T01:36:53Z,
8245,3029,1542,Stardustannie,5,"Um Yum! I messed up the method of the recipe as I was in an ultra hurry and didn't read the instructions. I used Maldon sea salt, skipped steps 1-3 and added the salt and sugar to the rest of the marinade ingredients. Not to worry though they tasted wonderful (not salty at all) Due to time constraints I didn't skewer them either. Everyone who had them still gave them the thumbs up. 5 stars!",2009-09-30T07:05:43Z,2009-09-30T07:05:43Z,
8246,3351,4229,Boomette,5,"wow this recipe is amazing.  2 servings is not enough LOL  I used beef broth.  Instead of parmesan, I used mozzarella cheese.  Yummy!  Can't wait to do it again but I'll double the recipe.  Thanks Seesko :)  Made for Photo tag",2009-09-30T10:03:22Z,2009-09-30T10:03:22Z,
8247,3666,1754,PaulaG,5,These were made as per recipe.  I used vanilla flavored soy milk.  They do bake up nice and crisp and reheat very well in the toaster.  My yield was 14 waffles.  Made for *PAC Fall 2009*,2009-09-30T10:53:25Z,2009-09-30T10:53:25Z,
8248,3138,5144,alligirl,4,"The taste for this is 5 stars, however, I was confused by the temperature differences, between pre-heating and cooking, and wasn't really sure what temperature this should be cooked at...That said, I really loved the way they tasted, and wasn't willing to give up on them. I halved the recipe, and added 1 cup of semi-sweet morsels, 1 cup of white chocolate morsels, 1 cup of whole almonds (for texture) and 3/4 c. chopped pecans, for personal preference. I mixed the ingredients up, as directed, but when I went to put in the oven, the recipe said to bake at a different temperature than it had been pre-heated to; I waffled, and put it in, as stated, and dropped the temperature. It came out, and I was hoping it would stick together, but, that didn't happen. I ended up squeezing them into balls, as Pneuma mentioned, and re-baking them for about 20 minutes at 275 degrees. That seemed to be the ticket! They are so yummy! My DS (5 y.o.) wanted 2 for dessert tonight. One of the highest compliments, IMO. Thanks for sharing, cookin_nurse. Made for Fall PAC '09.",2009-09-30T20:30:51Z,2009-09-30T20:30:51Z,
8249,3006,7532,harpchick,5,"This IS yummy! Really quick to make and uses up a ton of chard. I added 4 slices of cooked, crumbled bacon to satisfy my meat tooth. My combo of cheeses was old cheddar, parmesan and goat feta. I would also have to comment that it only makes 4 servings. I could barely stop myself from eating!",2009-09-30T21:03:43Z,2009-09-30T21:03:43Z,
8250,2470,7625,Chef JClay,2,"Found this recipe to be a little bland, which was surprising to me.  There are leftovers so I'm going to add some Louisiana Hot Sauce and a little more salt and see if that spices it up a little",2009-09-29T15:56:38Z,2009-09-29T15:56:38Z,
8251,285,6879,1006706,5,"WOW! this was really good...I dont know why i didnt think to do this...We are big fans of Cabbage Rolls, and this is so much easier!!! Thanks for the great recipe!!",2009-09-30T19:27:01Z,2009-09-30T19:27:01Z,
8252,3606,3637,katew,5,This is just a lovely fresh potato salad. I picked all the herbs from my garden which gave me an extra thrill and added to the eating experience. The lemon juice is a good addition too.Made for Holiday Tag.,2009-10-01T06:37:51Z,2009-10-01T06:37:51Z,
8253,3488,6717,kittycatmom,4,"These are really yummy potatoes!  I made enough for the 2 of us and wish I had made a little more.  The horseradish adds an interesting flavor that adds a little tang and a little heat.  Great recipe Lilpup!  Thank you for sharing! 
Made for PAC 2009",2009-10-01T18:26:13Z,2009-10-01T18:26:13Z,
8254,3591,4754,dogsandwoods,5,"Even though I changed it, this is still a 5 star recipe.  As my fish sauce was missing in action, I added about a teaspoon of five spice powder.  Rather than using regular basil, I used cinnamon basil.  This really turned out well.  Thank you for posting!",2009-10-01T19:16:33Z,2009-10-01T19:16:33Z,
8255,3760,4745,januarybride ,5,WHEW. . .strong but yummy.  Made with ingredients we always have in the house which is nice.  Basically a fuzzy navel with a huge kick!!!  Thanks so much for sharing!  Made for PHOTO TAG.,2009-10-01T21:09:39Z,2009-10-01T21:09:39Z,
8256,3512,7622,Rengetsu,3,"I liked the addition of spinach towards the end . . . it was so fresh and healthy. I thought the taste was sort of bland, but I really like spicy foods so that might be it. My husband thought it was good. Again, I used quinoa, so not sure if that changed the taste of it or not.",2009-10-01T21:35:49Z,2009-10-01T21:35:49Z,
8257,651,3834,Luv2cook7,5,"I just made this today, and I was so amazed at how it set up!  It was incredibly easy.  I try my best to make as much from scratch as I can in order to be more healty.  (Is homemade mayo healthy? =)  Anyways, this is so incredibly cheap to make that I will probably be making this instead of buying it from now on.  I will definitely try adding in herbs also the next time I make it.  I did add some sugar though because it was just a bit too tart for me.  My husband thinks I'm a genius!",2009-10-01T21:49:14Z,2009-10-01T21:49:14Z,"""1496"""
8258,453,4656,MistressRach,5,"This cake is AWESOME!!!!!!!!!
I've made it for quite a few occasions now and it's always a hit- friends and family have started requesting it for parties! Thanks Roosie!!",2009-10-01T22:33:22Z,2009-10-01T22:33:22Z,
8259,3512,5651,Southern Bug,4,"Delicious soup!  This also reminded me that I love my crock-pot - it makes me SO happy to come home and NOT have to cook sometimes!  Very easy to put together, great flavor, smelled awesome, and cheap too!  I used a package of frozen chopped spinach that I thawed out.  My BF liked it, but when I mentioned that it would be good with some italian sausage thrown in, he LOVED that idea.  May try that next time.",2009-10-02T11:11:27Z,2009-10-02T11:11:27Z,
8260,15,7349,Allison012,5,Everyone loved it. Used Kittencals butter cream frosting. Delish.,2009-10-02T12:39:36Z,2009-10-02T12:39:36Z,
8261,3356,2668,cocoabrittle,5,GREAT RECIPE...I used only 8 slices of bacon & only 1 pound of fresh mushrooms...there was still plenty of bacon & mushrooms to go around.,2009-10-01T12:23:14Z,2009-10-01T12:23:14Z,
8262,536,5495,UmmBinat,5,I love this! I just use this on my face and have a very nice softened feeling after rinsing. The honey doesnt dry though. I use creamy local honey and lick my fingers. I will do this again for sure.,2009-10-02T17:17:43Z,2009-10-02T17:17:43Z,
8263,2468,6573,muncheechee,5,Excellent!  My husband cooked this for me tonight (gotta love that) and it was great.  We didn't have garlic or onion powder so he subbed Montreal steak seasoning and left out the salt and pepper since it was included in the seasoning.  I'm not a gravy person but the gravy just sent this one over the top.  Thank you!!!,2009-10-02T19:29:04Z,2009-10-02T19:29:04Z,"""2798"""
8264,1083,5607,Sherry  Carl,5,This was a very flavorful meatloaf. We liked it alot. I realized after I put it in the oven that I had left out the breadcrumbs. But it still came out great. Its a keeper !,2009-10-02T22:13:41Z,2009-10-02T22:13:41Z,
8265,308,7579,jlshepherd,5,"I made this years ago and my whole family loved it! I just had inspiration to make it again for company, am thrilled to find it on this site, and the ability to adjust servings is fabulous! I can hardly wait to use my garden fresh tomatoes and basil on this.

10/2/09 update:  I made this in large quantity for company in September with Halibut and it turned out fabulous, with fresh tomatoes and basil from my garden.",2009-10-03T08:10:10Z,2009-10-03T08:10:10Z,
8266,463,2150,Dizzyfreedom,4,Thank you for sharing this recipe.  I thought the flavor was good but not enough for me to repeat.  I marinated for 48 hours as suggested and cooked at 200 for 8 hours and it wasn't as tender as I would have liked.  But it was still good.,2009-10-03T12:11:06Z,2009-10-03T12:11:06Z,
8267,485,6131,cookin_nurse,5,"this sauce was amazing over meatballs, made tonight for dinner but can't wait to make again for company! This one's going into my favorites!",2009-10-03T22:49:56Z,2009-10-03T22:49:56Z,
8268,3720,7626,Chef Zip,4,just tried this for my infant who can't have dairy or eggs yet until he is 1. I added cinnamon to the mix before cooking and it was actually pretty good! My 3 year old actually ate it...pretty impressed! I will definitely use for my baby until he can eat the regular ones. You just need to grease the pan for the pancakes after every batch is made.,2009-10-03T08:48:22Z,2009-10-03T08:48:22Z,
8269,1433,7154,Jennabelle,5,I had just made homemade applesauce with the kids and didn't know what to do with the leftovers (they weren't a big fan of the chunky sauce - ha!).  So voila!  I found the perfect use for it.  These muffins are like eating a chocolate cupcake for breakfast!  Mmmmmmmm.  And the kids had no idea they were eating their applesauce!  I substituted some of the sugar with Splenda and they were great.  I highly recommend this one!,2009-10-04T09:23:10Z,2009-10-04T09:23:10Z,
8270,451,1257,Kasha,5,"Super good, a real surprise.  Next time I will make zucchini as well, I think it would work just as well.  Good one!",2009-10-04T10:50:40Z,2009-10-04T10:50:40Z,
8271,3717,2558,ElaineAnn,5,"I love this! Peach is my favorite fruit, and the almond exctract was a sweet note. I will me enjoying this again. Thanks Debb! Made for Fall 2009 PAC.",2009-10-04T13:21:10Z,2009-10-04T13:21:10Z,
8272,2594,2558,ElaineAnn,5,"Made for a potluck at work with party rye slices for dipping. Everyone liked it and it disappeared. I will be making this again, probably for the holidays. Made for Fall 2009 PAC.",2009-10-04T14:36:49Z,2009-10-04T14:36:49Z,
8273,2998,4457,Sydney Mike,5,"This was an easy-to-prepare recipe, & I particularly liked that it used lemon pepper (something I use a lot!), & I found that & the Mrs Dash to be a great combination! I also included a 2nd clove of garlic! Thanks for sharing a very nice recipe! [Tagged, made & reviewed for one of my adoptees in the current Pick A Chef]",2009-10-04T18:05:38Z,2009-10-04T18:05:38Z,
8274,497,3143,southshore cook,5,"Used fresh basil and then served the marinated tomatoes over mixed baby greens beside some fresh grilled fish and sliced mozarella - awesome, thank you!",2009-10-04T20:28:37Z,2009-10-04T20:28:37Z,
8275,351,7140,travler2130,4,This is a good recipe but I tweaked it just a little.  I added about 1/2 teaspoon cayenne pepper and 1 tablespoon red pepper flakes as it was a bit sweet.  For a brighter color I also added about 1/2 teaspoon green food coloring.  I am anxious to give this as gifts for Christmas.,2009-10-04T21:43:13Z,2009-10-04T21:43:13Z,
8276,246,4104,Sonatina,5,I love this recipe so much. I have made it time and time again. The only thing I do different is that I prefer using shrimp instead of chicken.,2009-10-05T00:13:25Z,2009-10-05T00:13:25Z,
8277,2880,2169,Annacia,5,"Healthy and delicious, whats not to love. I used 2 tablespoons of white flour and the rest whole wheat and replaced the sugar with 1/4 cup Splenda for the half recipe I made. The muffins were full of flavor, not too sweet, moist and fluffy (yes fluffy, even with whole wheat flour). I will most certainly be making these wee gems again.",2009-10-05T05:58:42Z,2009-10-05T05:58:42Z,
8278,451,3658,KellyMac6,4,"Nice way to prepare eggplant. It didn't have a lot of flavor pop so it couldn't be served as a stand alone dish, but I served with pasta and it tasted amazing with a little bit of the marinara. Thank you.",2009-10-05T08:57:01Z,2009-10-05T08:57:01Z,
8279,2317,1913,Stella8037,3,"This was just ok for us... I used boneless chicken breast instead of thighs, maybe that's where the lack of flavor came from.  There was much less liquid than I expected, and it was thin -- I was hoping for more of a stew, this was more like chunks of meat with a little bit of thin sauce.  I think it would have been improved by a can of stock mixed with some cornstarch at the end to thicken it up.",2009-10-05T10:56:54Z,2009-10-05T10:56:54Z,
8280,2439,3164,bjeter,5,Very good and hearty!,2009-10-05T16:46:23Z,2009-10-05T16:46:23Z,
8281,3577,6950,Alissa970,5,"This was a huge hit at a party I went to.  Thanks for a great recipe.  I baked them a little longer than the recipe called for, but that may be due to my old oven.",2009-10-04T23:15:00Z,2009-10-04T23:15:00Z,
8282,3568,4136,bmcnichol,4,"These were good and easy to make. I followed the recipe as written but we thought they needed some seasoning. Added a bit of salt, pepper and garlic powder. Made for Fall PAC 2009.",2009-10-06T07:40:57Z,2009-10-06T07:40:57Z,
8283,308,2560,ChefDebs,5,"excellent recipe, my cod was quite thick so it required 10 extra minutes.",2009-10-06T11:02:54Z,2009-10-06T11:02:54Z,
8284,830,7194,Charmy,5,"This is a really quick and easy dish!It tasted like a pizza quiche i used canned pizza sauce and topped it with salami, pepperoni, green bell peppers and black olives.Thanks kittencal for the recipe i will do it again.",2009-10-06T13:51:15Z,2009-10-06T13:51:15Z,"""7660"""
8285,3760,1076,Sooz Cooks,5,"We tried this drink and found it very delicious (I was tempted to try it by JanuaryBride's picture)! We didn't think it was very strong at all, but that could be because we love strongish Martinis in my house! Thanks again for another great recipe Boomette.",2009-10-06T15:08:12Z,2009-10-06T15:08:12Z,
8286,2112,6678,waterbaby09,5,"Absolutely loved this recipe!  This is my new go to - it was so quick, easy and delish!  I only put in a pat of butter and some olive oil to coat the bottom of the pan and it still tasted fantastic.",2009-10-06T15:33:56Z,2009-10-06T15:33:56Z,
8287,3703,3872,Sam 3,5,"Perfect trick on my DH! He ""hates"" zucchini but gobbled this up! My sister says it's the best use of zucchini ever! I used the 2 white/1 ww flour suggestion and I may try 2 ww and 1 white next time. I did as another reviewer suggested and left out the white sugar altogether. I used applesauce in place of the oil as I always do when baking. I used a bit of walnuts and raisins. Next time I'll try nuts in one, raisins in another and a few plain ones. Thanks for a great recipe!",2009-10-06T20:32:10Z,2009-10-06T20:32:10Z,
8288,2829,5630,FDADELKARIM,5,This is how DH always makes his mashed potatoes. He does use milk in place of the potato water. Reviewed for Zaar Stars,2009-10-06T21:55:25Z,2009-10-06T21:55:25Z,
8289,469,5658,TiffanyH 2,3,"This rating is more on my tastes than my families. I dont really like cabbage or heavy tomato tasting food.......but had to use up the stuff in my fridge from another instance where I chickened out of a cabbage recipe. ;-) but DH loved it. Needless to say, he has a freezer bag full of it to eat as he pleases.",2009-10-07T10:03:44Z,2009-10-07T10:03:44Z,
8290,3760,6236,SarahBeth,4,"This was a nice drink! DH liked it a lot more than I did, it was a little bitter for my taste, so I added about 1/2 of a packet of sweet-n-low to it and that made it a lot more palatable for me! I think it had a lot to do with the orange juice I used, a brand tha generally tastes bitter to me, so next time I will try it with a sweeter juice. DH loved this though! :) Thanks for posting Boomette! Made for Holiday Tag Fall 2009!",2009-10-07T10:58:23Z,2009-10-07T10:58:23Z,
8291,2760,6236,SarahBeth,5,I am a big fan of Jambalaya and I love this b/c I can pretty much dump and go (reserving shrimp and rice for later) I scaled this way back (for two) and threw it in the crock pot on high while I went to the gym! Add shrimp and rice and let cook while I showered and voila -- yummy dinner! I may consider making the enitre recipe and then divide into smaller portions and freezing and dumping before work! Thanks for posting! Made for Everyday is a Holiday October 2009!,2009-10-07T11:18:54Z,2009-10-07T11:18:54Z,
8292,2204,4924,Krystal M.,5,"I halved the recipe and it still made a ton, about 4 dozen. I added a teaspoon of garlic powder for extra flavor and because I'm a garlic fanatic. The dough was a little too stiff to come out of my cookie press so rolled it by hand into small balls and flattened them into wafers. They came out crispy and delicious. This recipe is a keeper. Definitely part of my holiday baking this year.",2009-10-07T11:53:23Z,2009-10-07T11:53:23Z,
8293,497,7372,Aaaadriaaaannn,5,I really don't care for tomatoes unless they involve bacon and lettuce but right now I'm actually eating this as a snack. I wanted a snack and I had left over tomato from a BLT so I found your recipe and I'm glad I did. Thank you!,2009-10-07T01:17:13Z,2009-10-07T01:17:13Z,
8294,3222,6572,nuttsie1214,0,You cannot give a dog turkey...it is very dangerous for them and can kill them...i work in a vet clinic and NEVER have any of our vet's recommended turkey for a dog.,2009-10-07T13:20:31Z,2009-10-07T13:20:31Z,
